X,avg_log2FC,pct.1,pct.2,p_val_adj
Xkr6,-0.109374074,0.109,0.132,1
Xkr7,0.709703701,0.072,0.076,1
Xkr8,-0.217153448,0.058,0.085,1
Xkr9,0.485984886,0.054,0.034,1
Xkrx,-0.505687876,0.062,0.115,1
Xlr,0.379788038,0.356,0.361,1
Xlr3a,0,0,0,1
Xlr3b,-0.451206785,0.034,0.059,1
Xlr3c,-0.015191241,0.4,0.467,1
Xlr4a,-0.140579428,0.465,0.575,1
Xlr4b,0.450222752,0.223,0.223,1
Xlr4c,-0.339371342,0.087,0.146,1
Xlr5a,0.458728142,0.004,0.004,1
Xlr5b,-0.242347734,0.171,0.259,1
Xlr5c,0,0,0,1
Xndc1,0,0,0,1
Xntrpc,0.379326711,0.014,0.013,1
Xpa,0.564754767,0.012,0.008,1
Xpc,-1.006425825,0.002,0.013,1
Xpnpep1,-0.45216869,0.002,0.002,1
Xpnpep2,-1.355484421,0,0.006,1
Xpnpep3,-0.847442993,0.014,0.036,1
Xpo1,-0.381707246,0.038,0.057,1
Xpo4,-0.134625647,0.437,0.539,1
Xpo5,-0.375907572,0.074,0.115,1
Xpo6,-0.102427985,0.121,0.174,1
Xpo7,-0.38840671,0.056,0.091,1
Xpot,0,0,0,1
Xpr1,0,0,0,1
Xrcc1,0,0,0,1
Xrcc2,0,0,0,1
Xrcc3,0,0,0,1
Xrcc4,0,0,0,1
Xrcc5,0,0,0,1
Xrcc6,0,0,0,1
Xrn1,0,0,0,1
Xrn2,-0.115353305,0.004,0.004,1
Xrra1,0,0,0,1
Xxylt1,0,0,0,1
Xylb,0,0,0,1
Xylt1,0,0,0,1
Xylt2,0,0,0,1
Yae1d1,0,0,0,1
Yaf2,0,0,0,1
Yap1,0,0,0,1
Yars,0,0,0,1
Yars2,0,0,0,1
Ybey,0,0,0,1
Ybx1,0,0,0,1
Ybx2,0,0,0,1
Ybx3,0,0,0,1
Ydjc,0,0,0,1
Yeats2,0,0,0,1
Yeats4,0,0,0,1
Yes1,0,0,0,1
Yif1a,0,0,0,1
Yif1b,0,0,0,1
Yipf1,0,0,0,1
Yipf2,0,0,0,1
Yipf3,0,0,0,1
Yipf4,0,0,0,1
Yipf5,1.406565232,0.002,0,1
Yipf6,-0.310601915,0.002,0.004,1
Yipf7,0,0,0,1
Yjefn3,0,0,0,1
Yju2,1.201084352,0.006,0.004,1
Ykt6,0,0,0,1
Ylpm1,0,0,0,1
Yme1l1,0,0,0,1
Yod1,-1.074564568,0,0.002,1
Ypel1,0,0,0,1
Ypel2,0,0,0,1
Ypel3,0,0,0,1
Ypel4,0,0,0,1
Ypel5,0,0,0,1
Yrdc,0,0,0,1
Ythdc1,0,0,0,1
Ythdc2,0,0,0,1
Ythdf1,1.435723416,0.012,0.006,1
Ythdf2,0,0,0,1
Ythdf3,0,0,0,1
Ywhab,0,0,0,1
Ywhae,0,0,0,1
Ywhag,-1.911936891,0.004,0.011,1
Ywhah,0,0,0,1
Ywhaq,0,0,0,1
Ywhaz,-1.267065581,0,0.004,1
Yy1,0,0,0,1
Yy2,-0.852007177,0,0.002,1
Zadh2,0,0,0,1
Zan,0.239839658,0.002,0,1
Zap70,0,0,0,1
Zar1,0,0,0,1
Zar1l,0,0,0,1
Zbbx,0,0,0,1
Zbed3,2.230467387,0.018,0.008,1
Zbed4,0.42013432,0.002,0.002,1
Zbed5,0,0,0,1
Zbed6,0,0,0,1
Zbp1,0,0,0,1
Zbtb1,0,0,0,1
Zbtb10,0.603851523,0.006,0.006,1
Zbtb11,-1.510611763,0.006,0.015,1
Zbtb11os1,0,0,0,1
Zbtb12,0,0,0,1
Zbtb14,0,0,0,1
Zbtb16,0,0,0,1
Zbtb17,0,0,0,1
Zbtb18,0,0,0,1
Zbtb2,-0.587657993,0,0.002,1
Zbtb20,0.599461239,0.008,0.011,1
Zbtb21,0,0,0,1
Zbtb22,0,0,0,1
Zbtb24,0,0,0,1
Zbtb25,0,0,0,1
Zbtb26,-1.600692197,0,0.004,1
Zbtb3,0.766456984,0.002,0,1
Zbtb32,0,0,0,1
Zbtb33,0,0,0,1
Zbtb34,0,0,0,1
Zbtb37,0,0,0,1
Zbtb38,0,0,0,1
Zbtb39,0,0,0,1
Zbtb4,0,0,0,1
Zbtb40,0.261651105,0.002,0,1
Zbtb41,0,0,0,1
Zbtb42,0,0,0,1
Zbtb43,0,0,0,1
Zbtb44,0,0,0,1
Zbtb45,0.85355544,0.002,0,1
Zbtb46,-0.595166494,0,0.002,1
Zbtb48,0,0,0,1
Zbtb49,0,0,0,1
Zbtb5,0.144948558,0.018,0.011,1
Zbtb6,-0.895443252,0,0.002,1
Zbtb7a,0,0,0,1
Zbtb7b,0,0,0,1
Zbtb7c,0,0,0,1
Zbtb8a,0,0,0,1
Zbtb8b,0,0,0,1
Zbtb8os,0,0,0,1
Zbtb9,-1.926095389,0.006,0.025,1
Zc2hc1a,0,0,0,1
Zc2hc1b,0,0,0,1
